smiles,identifier,price,supplier_risk,chemistry_risk,mw,logp,hbd,hba,heavy_atoms,num_rings,num_aromatic_rings,num_fused_rings,tpsa,rotatable_bonds,frag_5QRF_F9000532,frag_5QRG_XS115742,frag_5QRH_FM001763,frag_5QRI_F9000380,frag_5QRJ_F9000536,frag_5QRK_FM010104,frag_5QRL_F9000949,frag_5QRN_F9000950,frag_5QRO_F9000403,frag_5QRP_F9000414,frag_5QRQ_FM002138,frag_5QRS_F9000441,frag_5QRT_FM010020,frag_5QRV_FM002272,frag_5QRX_F9000951,frag_5QRY_FM010072,frag_5QRZ_F9000591,frag_5QS2_FM001886,frag_5QS3_FM002333,frag_5QS4_UB000200,frag_5QS5_FM002032,frag_5QS9_FM002076,frag_5QSD_FM002038,frag_5QS0_FM010026,frag_5QSA_FM001580,frag_5QSI_FM001452,frag_5QSK_FM002150,frag_5QS6_FM010013,frag_5QS8_F9000511,frag_5QSB_XS022802,frag_5QSE_F9000674,frag_5QSF_DA000167,frag_5QSG_F9000710,frag_5QT0_XS092188,frag_5QSH_F9000416,frag_5QSJ_FM002214,frag_5QSC_F9000560,matched_sites,n_fragment_hits,frag_5QRF_NUA,frag_5QRG_JHP,frag_5QRH_JMM,frag_5QRI_NUY,frag_5QRJ_NWP,frag_5QRK_NWV,frag_5QRL_NWY,frag_5QRN_NX7,frag_5QRO_NXJ,frag_5QRP_NXM,frag_5QRQ_NXS,frag_5QRR_NY1,frag_5QRS_NY4,frag_5QRT_GWA,frag_5QRU_NY7,frag_5QRV_K2M,frag_5QRW_NYV,frag_5QRX_NZG,frag_5QRY_NZD,frag_5QRZ_NZ7,frag_5QS0_NZ4,frag_5QS1_NZ1,frag_5QS2_LV4,frag_5QS3_LJA,frag_5QS4_JFP,frag_5QS5_NZJ,frag_5QS6_K0G,frag_5QS8_O0G,frag_5QS9_O0J,frag_5QSA_K2P,frag_5QSB_O0M,frag_5QSC_O0P,frag_5QSD_O0S,frag_5QSE_O0V,frag_5QSF_O0Y,frag_5QSG_O1A,frag_5QSH_NVY,frag_5QSI_O1D,frag_5QSJ_O1M,frag_5QSK_O1J,frag_5QSL_O2A,frag_5QT0_JHJ,frag_7ZK2_IU4,frag_8A7N_L9E
COc1cc(F)c(F)cc1COc1ccc2c(c1)N(Cc1ccccc1)CCC2,GFMKXALLRVTXHG-UHFFFAOYSA-N,590,2,medium,395.44900000000024,5.505200000000005,0,3,29,4,3,2,21.700000000000003,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCN(Cc1ccccc1OC)c1ccc(C(C)=O)c(OCc2ccccc2)c1,GFNJJYSQEQYTHJ-UHFFFAOYSA-N,250,0,medium,403.5220000000001,5.893400000000006,0,4,30,3,3,1,38.769999999999996,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1COc1cccc(N(Cc2ccccc2)C(C)CC(=O)O)c1,GFQAJIIYRJYKEO-UHFFFAOYSA-N,295,2,low,389.4950000000001,5.443820000000005,1,3,29,3,3,1,49.769999999999996,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(Cc1ccccc1[N+](=O)[O-])c1cc(OCc2ccccc2)cc(C(C)=O)c1,GFSWHHWTPQUJBB-UHFFFAOYSA-N,590,0,medium,404.46600000000007,5.402900000000005,0,5,30,3,3,1,72.68,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCCN(Cc1ccncc1)c1ccc(C(=O)O)c(OCc2ccccc2)c1F,GFTKBXVQGKLLSV-UHFFFAOYSA-N,1620,1,high,410.4450000000001,4.150900000000004,1,5,30,3,3,1,71.89,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(F)c1ccccc1CN1CCc2c(OCc3ccccc3)cccc21,GFUVIZLYLIMNRE-UHFFFAOYSA-N,1080,2,medium,365.42299999999994,5.765900000000004,0,2,27,4,3,2,12.47,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCOc1ccccc1COc1cccc(N2C(=O)CCC2=O)c1,GFWKVLSEPZXQEI-UHFFFAOYSA-N,3000,1,high,339.3910000000001,3.7078000000000024,0,4,25,3,2,1,55.84,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1COc1cccc(N(CC(C)(C)O)C2CCCSC2)c1,GFWYDMYKFYIUFQ-UHFFFAOYSA-N,1620,1,high,385.57300000000015,5.0469200000000045,1,4,27,3,2,1,32.7,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1COc1cccc(N(Cc2ccccc2)[C@@H](CO)C(C)C)c1,GFXCXOAHPHIYAF-SANMLTNESA-N,590,1,medium,389.5390000000001,5.5975200000000065,1,3,29,3,3,1,32.7,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCCN(Cc1ccccc1)c1cc(C)cc(OCc2ccc(OC)cc2)c1,GFZJMIRJJLTTEO-UHFFFAOYSA-N,1080,1,medium,391.5110000000002,5.235620000000005,0,4,29,3,3,1,30.930000000000003,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(CO)N(Cc1ccncc1)c1cc(C)cc(OCc2ccc(OC)cc2)c1,GGBQMUDXYOSFCH-UHFFFAOYSA-N,295,1,low,406.52600000000024,4.755120000000004,1,5,30,3,3,1,54.82000000000001,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CCc1ccccc1)c1cc(OC)cc(OCc2ccccc2)c1,GGDARSHQXGTZLN-UHFFFAOYSA-N,885,0,high,361.48500000000007,5.343200000000005,0,3,27,3,3,1,21.700000000000003,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(SCc1ccccc1)C(=O)N1CCc2c(OCc3ccccc3)cccc21,GGHYOPWCXKJXFA-UHFFFAOYSA-N,3000,1,high,403.5470000000001,5.476600000000005,0,3,29,4,3,2,29.540000000000003,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(N(CCO)CC(C)C)cc1OCc1ccccc1,GGJFWYYGJXIPCW-UHFFFAOYSA-N,590,1,medium,357.45000000000005,3.5069000000000026,1,5,26,2,2,1,59.0,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)c1cc(F)c(N(CC2CCC2)CC2CCCO2)cc1OCc1ccccc1,GGLJRVROPVLDMX-UHFFFAOYSA-N,2000,2,medium,413.48900000000015,4.888400000000005,1,4,30,4,2,1,59.0,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)N(Cc1ccccc1)c1cc(OCc2ccccc2)ccc1O,GGMGLTALVNKMBY-UHFFFAOYSA-N,375,0,high,347.458,5.386200000000005,1,3,26,3,3,1,32.7,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCN(Cc1ccccc1OC)c1cc(C)cc(OCc2ccccc2)c1F,GGMYUMFJKDTWCA-UHFFFAOYSA-N,250,1,medium,391.4860000000001,5.9143200000000045,0,3,29,3,3,1,21.700000000000003,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C(=O)CSc1ccccc1C(N)=O)c1cccc(OCc2ccccc2)c1,GGNABKPHOYTNME-UHFFFAOYSA-N,1000,2,low,420.53400000000016,4.509700000000003,1,4,30,3,3,1,72.63,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CCOc1ccccc1)c1cccc(OCc2cccc(C(=O)OC)c2)c1,GGOPLHPEYRXJON-UHFFFAOYSA-N,295,1,low,405.4940000000002,4.957500000000004,0,5,30,3,3,1,48.0,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(c1cc(OCc2ccccc2)ccc1[N+](=O)[O-])C(C)c1ccccc1OC,GGPHGEOSHUWZOX-UHFFFAOYSA-N,885,1,high,406.4820000000002,5.769900000000006,0,5,30,3,3,1,64.84,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=[N+]([O-])c1ccc(OCc2ccccc2)cc1N(CCc1ccncc1)C1CC1,GGPHKLNBBKLHDQ-UHFFFAOYSA-N,295,1,low,389.4550000000002,4.780300000000004,0,5,29,4,3,1,68.5,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCN(Cc1ccccc1[N+](=O)[O-])c1cccc(OCc2ccc(C#N)cc2)c1,GGQDMLAOSKIVSQ-UHFFFAOYSA-N,590,0,medium,401.4660000000002,5.462080000000005,0,5,30,3,3,1,79.4,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC(=O)c1ccccc1OC(F)F)c1cccc(OCc2ccccc2)c1,GGRGFCXLBJIXNC-UHFFFAOYSA-N,885,1,high,411.4480000000001,5.5762000000000045,0,4,30,3,3,1,38.77,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCCCN(Cc1ccccc1)c1cc(OCc2ccccc2)ccc1C,GGRHQZAWANOGAX-UHFFFAOYSA-N,590,1,medium,375.5120000000001,5.617120000000006,0,3,28,3,3,1,21.700000000000003,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc(OCc2ccccc2)c1)N1CCOc2ncccc21,GGRRPJPNEJNOPE-UHFFFAOYSA-N,250,0,medium,361.4010000000001,4.0915000000000035,1,4,27,4,3,2,63.69,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,"F, G",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(N2CCOCC2)cc1OC(c1ccccc1)c1ccccc1,GGSMCFGJVLBEFK-UHFFFAOYSA-N,3000,0,high,403.478,4.478200000000004,0,5,30,4,3,1,48.0,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1COc1cccc(N2CCCCC2)c1,GGSOCIANSDJYCV-UHFFFAOYSA-N,375,0,high,297.3980000000001,4.2645000000000035,0,3,22,3,2,1,21.700000000000003,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(Cc1ccccc1C)c1cccc(OCc2ccc(F)cc2)c1,GGTVNGDLMUSGTB-UHFFFAOYSA-N,590,1,medium,349.44899999999996,5.739620000000005,0,2,26,3,3,1,12.47,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1c(OCc2ccccc2)cc(C)cc1N(CCO)C(CO)c1ccccc1,GGXVQZIECCWWQM-UHFFFAOYSA-N,540,0,low,407.5100000000001,4.114920000000003,2,5,30,3,3,1,62.16000000000001,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(N(CCC#N)C2CCCCC2)cc1OCc1ccccc1,GHAQFSIBTVTNPY-UHFFFAOYSA-N,250,1,medium,392.4990000000001,5.104980000000005,0,5,29,3,2,1,62.56,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#Cc1ccncc1NC(=O)N(C)c1cccc(OCc2ccccc2)c1,GHBIVWREJWDNOE-UHFFFAOYSA-N,1000,1,low,357.41300000000007,4.310200000000003,1,3,27,3,3,1,54.46000000000001,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,"F, G",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCN(CCOc1ccccc1)c1cc(O)c(F)c(OCc2ccccc2)c1,GHBUYABBLNYKHC-UHFFFAOYSA-N,3000,0,high,409.50100000000015,5.795800000000006,1,4,30,3,3,1,41.93000000000001,11,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc(OCc2ccccc2)c1O)N1CCc2cc(Cl)ncc21,GHCUTOMCXDGOAS-UHFFFAOYSA-N,1620,1,high,395.8460000000001,4.614200000000002,2,4,28,4,3,2,74.69,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,"F, G",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C(=O)c1ccccc1NS(C)(=O)=O)c1cccc(OCc2ccccc2)c1,GHFQASYQCKEZSP-UHFFFAOYSA-N,885,1,high,424.5220000000001,4.303800000000003,1,4,30,3,3,1,75.71000000000001,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(N(Cc2ccccc2)C2CCC(O)CC2)cc1OCc1ccccc1,GHJNAVQOFCYXCH-UHFFFAOYSA-N,1080,1,medium,401.5500000000002,5.8841200000000065,1,3,30,4,3,1,32.7,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C([C@H]1C[C@@H]1c1ccncc1)N1CCCc2ccc(OCc3ccccc3)cc21,GHJNZVUNVSQWIO-PKTZIBPZSA-N,3000,1,high,384.4790000000001,4.7435000000000045,0,3,29,5,3,2,42.43000000000001,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(C1CC1c1ccncc1)N1CCCc2ccc(OCc3ccccc3)cc21,GHJNZVUNVSQWIO-UHFFFAOYSA-N,3000,1,high,384.4790000000001,4.7435000000000045,0,3,29,5,3,2,42.43000000000001,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C([C@@H]1C[C@H]1c1ccncc1)N1CCCc2ccc(OCc3ccccc3)cc21,GHJNZVUNVSQWIO-XZOQPEGZSA-N,3000,1,high,384.4790000000001,4.7435000000000045,0,3,29,5,3,2,42.43000000000001,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1ccc(N(C2CCCC2)C2CCN(C)CC2)cc1OCc1ccccc1,GHKLBXRGVSPPRD-UHFFFAOYSA-N,1620,1,high,406.5700000000001,5.311400000000005,0,4,30,4,2,1,32.78,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C/C=C/c1ccccc1)c1ccc(C(=O)OC)c(OCc2ccccc2)c1,GHPPGEDQZWKKQL-XNTDXEJSSA-N,250,1,medium,401.50600000000014,5.591900000000005,0,4,30,3,3,1,38.77,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C(=O)Nc1cccc(OCc2ccccc2)c1O)c1cnc(Cl)cc1I,GHPUIIBPQZMVCH-UHFFFAOYSA-N,1620,1,high,509.73100000000005,5.292500000000003,2,4,28,3,3,1,74.69000000000001,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,"F, G",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fc1c(NC2CCN(CC3CCCCC3)CC2)cccc1OCc1ccccc1,GHRHRMZDWVQRCL-UHFFFAOYSA-N,1080,1,medium,396.55000000000007,5.861300000000006,1,3,29,4,2,1,24.5,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCN(CCOc1ccccc1)c1cc(OCc2ccccc2)ccc1O,GHRJNALBBIMYFG-UHFFFAOYSA-N,125,0,low,391.51100000000014,5.656700000000006,1,4,29,3,3,1,41.93000000000001,11,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CCOc1ccccc1OC)c1cccc(OC(C)c2ccccc2)c1,GHTCIXYUCJPSHC-UHFFFAOYSA-N,590,1,medium,391.51100000000014,5.740500000000006,0,4,29,3,3,1,30.930000000000003,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1cc(F)c(N(C(C)C)C(C)CO)cc1OCc1ccccc1,GHWKHJWBOJBDGX-UHFFFAOYSA-N,3000,1,high,363.4980000000001,4.722200000000004,1,4,25,2,2,1,32.7,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCCN(Cc1ccccc1)c1cc(C)cc(OCc2cccc(F)c2)c1,GHYXEKKAASMXGY-UHFFFAOYSA-N,1080,1,medium,379.47500000000014,5.366120000000006,0,3,28,3,3,1,21.700000000000003,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1CN(CCO)c1ccc([N+](=O)[O-])c(OCc2ccccc2)c1,GIAMDRQZEZJDJS-UHFFFAOYSA-N,250,1,medium,408.4540000000001,4.181300000000003,1,6,30,3,3,1,85.07000000000001,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)OC(=O)c1ccccc1COc1cc(Br)cc(N2CCCCC2)c1,GIDHPNVCEFZNBW-UHFFFAOYSA-N,3000,2,high,432.35800000000023,5.583600000000006,0,4,27,3,2,1,38.77,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C(=O)[C@@H](O)COCc1ccccc1)c1cccc(OCc2ccccc2)c1,GIDRQGKYIIEAJB-DEOSSOPVSA-N,590,1,medium,405.49400000000014,4.196200000000004,1,4,30,3,3,1,59.000000000000014,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C(=O)C(O)COCc1ccccc1)c1cccc(OCc2ccccc2)c1,GIDRQGKYIIEAJB-UHFFFAOYSA-N,1080,2,medium,405.49400000000014,4.196200000000004,1,4,30,3,3,1,59.000000000000014,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C(=O)[C@H](O)COCc1ccccc1)c1cccc(OCc2ccccc2)c1,GIDRQGKYIIEAJB-XMMPIXPASA-N,1080,2,medium,405.49400000000014,4.196200000000004,1,4,30,3,3,1,59.000000000000014,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(CO)N(Cc1ccncc1)c1cc(CO)c(F)c(OCc2ccccc2)c1,GIGJXUIBZZRZBC-UHFFFAOYSA-N,885,1,high,410.48900000000015,4.069500000000003,2,5,30,3,3,1,65.82000000000001,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)CCN(Cc1ccncc1)c1cccc(OCc2ccc(F)cc2)c1,GIHABCHOZAOYSD-UHFFFAOYSA-N,885,1,high,379.47900000000016,4.367900000000003,0,4,28,3,3,1,28.6,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
